REGION,Year,Age,Grades
Southern Tier,2016,GR10,0
Southern Tier,2016,GR11,7
Southern Tier,2016,GR12,0
Southern Tier,2016,GR1,15
Southern Tier,2016,GR2,9
Southern Tier,2016,GR3,12
Southern Tier,2016,GR4,8
Southern Tier,2016,GR5,5
Southern Tier,2016,GR6,8
Southern Tier,2016,GR7,5
Southern Tier,2016,GR8,6
Southern Tier,2016,GR9,6
Southern Tier,2016,GR10,8
Southern Tier,2016,GR11,10
Southern Tier,2016,GR12,13
North Country,2016,GR1,18
North Country,2016,GR2,22
North Country,2016,GR3,15
North Country,2016,GR4,14
North Country,2016,GR5,14
North Country,2016,GR6,19
North Country,2016,GR7,15
North Country,2016,GR8,15
North Country,2016,GR9,21
North Country,2016,GR10,10
North Country,2016,GR11,18
North Country,2016,GR12,15
Capital,2016,GR1,14
Capital,2016,GR2,16
Capital,2016,GR3,12
Capital,2016,GR4,20
Capital,2016,GR5,14
Capital,2016,GR6,8
Capital,2016,GR7,14
Capital,2016,GR8,16
Capital,2016,GR9,11
Capital,2016,GR10,6
Capital,2016,GR11,13
Capital,2016,GR12,22
Central,2016,GR1,7
Central,2016,GR2,7
Central,2016,GR3,13
Central,2016,GR4,11
Central,2016,GR5,9
Central,2016,GR6,7
Central,2016,GR7,7
Central,2016,GR8,0
Central,2016,GR9,10
Central,2016,GR10,13
Central,2016,GR11,0
Central,2016,GR12,11
Southern Tier,2016,GR1,8
Southern Tier,2016,GR2,5
Southern Tier,2016,GR3,0
Southern Tier,2016,GR4,5
Southern Tier,2016,GR5,5
Southern Tier,2016,GR6,6
Southern Tier,2016,GR7,8
Southern Tier,2016,GR8,0
Southern Tier,2016,GR9,5
Southern Tier,2016,GR10,0
Southern Tier,2016,GR11,0
Southern Tier,2016,GR12,0
Hudson Valley,2016,GR1,67
Hudson Valley,2016,GR2,71
Hudson Valley,2016,GR3,67
Hudson Valley,2016,GR4,72
Hudson Valley,2016,GR5,58
Hudson Valley,2016,GR6,62
Hudson Valley,2016,GR7,65
Hudson Valley,2016,GR8,62
Hudson Valley,2016,GR9,76
Hudson Valley,2016,GR10,60
Hudson Valley,2016,GR11,43
Hudson Valley,2016,GR12,62
Western,2016,GR1,191
Western,2016,GR2,200
Western,2016,GR3,183
Western,2016,GR4,169
Western,2016,GR5,166
Western,2016,GR6,179
Western,2016,GR7,159
Western,2016,GR8,162
Western,2016,GR9,185
Western,2016,GR10,141
Western,2016,GR11,96
Western,2016,GR12,140
North Country,2016,GR1,0
North Country,2016,GR2,0
North Country,2016,GR3,0
North Country,2016,GR4,0
North Country,2016,GR5,0
North Country,2016,GR6,0
North Country,2016,GR7,0
North Country,2016,GR8,0
North Country,2016,GR9,0
North Country,2016,GR10,0
North Country,2016,GR11,0
North Country,2016,GR12,0
North Country,2016,GR1,10
North Country,2016,GR2,11
North Country,2016,GR3,12
North Country,2016,GR4,10
North Country,2016,GR5,13
North Country,2016,GR6,8
North Country,2016,GR7,14
North Country,2016,GR8,9
North Country,2016,GR9,7
North Country,2016,GR10,6
North Country,2016,GR11,9
North Country,2016,GR12,15
Mohawk,2016,GR1,14
Mohawk,2016,GR2,10
Mohawk,2016,GR3,6
Mohawk,2016,GR4,8
Mohawk,2016,GR5,9
Mohawk,2016,GR6,10
Mohawk,2016,GR7,11
Mohawk,2016,GR8,10
Mohawk,2016,GR9,8
Mohawk,2016,GR10,7
Mohawk,2016,GR11,6
Mohawk,2016,GR12,10
Finger Lakes,2016,GR1,10
Finger Lakes,2016,GR2,0
Finger Lakes,2016,GR3,9
Finger Lakes,2016,GR4,0
Finger Lakes,2016,GR5,9
Finger Lakes,2016,GR6,7
Finger Lakes,2016,GR7,0
Finger Lakes,2016,GR8,0
Finger Lakes,2016,GR9,7
Finger Lakes,2016,GR10,0
Finger Lakes,2016,GR11,0
Finger Lakes,2016,GR12,8
Capital,2016,GR1,11
Capital,2016,GR2,11
Capital,2016,GR3,12
Capital,2016,GR4,14
Capital,2016,GR5,10
Capital,2016,GR6,18
Capital,2016,GR7,7
Capital,2016,GR8,12
Capital,2016,GR9,9
Capital,2016,GR10,8
Capital,2016,GR11,0
Capital,2016,GR12,12
North Country,2016,GR1,0
North Country,2016,GR2,0
North Country,2016,GR3,0
North Country,2016,GR4,0
North Country,2016,GR5,0
North Country,2016,GR6,0
North Country,2016,GR7,0
North Country,2016,GR8,0
North Country,2016,GR9,0
North Country,2016,GR10,0
North Country,2016,GR11,0
North Country,2016,GR12,0
Mohawk,2016,GR1,5
Mohawk,2016,GR2,0
Mohawk,2016,GR3,0
Mohawk,2016,GR4,7
Mohawk,2016,GR5,0
Mohawk,2016,GR6,0
Mohawk,2016,GR7,8
Mohawk,2016,GR8,0
Mohawk,2016,GR9,0
Mohawk,2016,GR10,0
Mohawk,2016,GR11,5
Mohawk,2016,GR12,0
North Country,2016,GR1,18
North Country,2016,GR2,19
North Country,2016,GR3,22
North Country,2016,GR4,25
North Country,2016,GR5,19
North Country,2016,GR6,9
North Country,2016,GR7,10
North Country,2016,GR8,16
North Country,2016,GR9,11
North Country,2016,GR10,16
North Country,2016,GR11,19
North Country,2016,GR12,19
North Country,2016,GR1,10
North Country,2016,GR2,10
North Country,2016,GR3,10
North Country,2016,GR4,10
North Country,2016,GR5,9
North Country,2016,GR6,8
North Country,2016,GR7,5
North Country,2016,GR8,8
North Country,2016,GR9,8
North Country,2016,GR10,7
North Country,2016,GR11,7
North Country,2016,GR12,5
Finger Lakes,2016,GR1,12
Finger Lakes,2016,GR2,14
Finger Lakes,2016,GR3,17
Finger Lakes,2016,GR4,11
Finger Lakes,2016,GR5,14
Finger Lakes,2016,GR6,11
Finger Lakes,2016,GR7,14
Finger Lakes,2016,GR8,8
Finger Lakes,2016,GR9,11
Finger Lakes,2016,GR10,10
Finger Lakes,2016,GR11,12
Finger Lakes,2016,GR12,13
Central,2016,GR1,12
Central,2016,GR2,15
Central,2016,GR3,14
Central,2016,GR4,14
Central,2016,GR5,9
Central,2016,GR6,10
Central,2016,GR7,8
Central,2016,GR8,9
Central,2016,GR9,6
Central,2016,GR10,7
Central,2016,GR11,10
Central,2016,GR12,6
Finger Lakes,2016,GR1,329
Finger Lakes,2016,GR2,283
Finger Lakes,2016,GR3,268
Finger Lakes,2016,GR4,273
Finger Lakes,2016,GR5,235
Finger Lakes,2016,GR6,246
Finger Lakes,2016,GR7,218
Finger Lakes,2016,GR8,191
Finger Lakes,2016,GR9,248
Finger Lakes,2016,GR10,177
Finger Lakes,2016,GR11,127
Finger Lakes,2016,GR12,160
Mohawk,2016,GR1,19
Mohawk,2016,GR2,24
Mohawk,2016,GR3,27
Mohawk,2016,GR4,6
Mohawk,2016,GR5,15
Mohawk,2016,GR6,17
Mohawk,2016,GR7,14
Mohawk,2016,GR8,14
Mohawk,2016,GR9,16
Mohawk,2016,GR10,9
Mohawk,2016,GR11,8
Mohawk,2016,GR12,11
Long Island,2016,GR1,478
Long Island,2016,GR2,393
Long Island,2016,GR3,375
Long Island,2016,GR4,310
Long Island,2016,GR5,273
Long Island,2016,GR6,278
Long Island,2016,GR7,248
Long Island,2016,GR8,256
Long Island,2016,GR9,386
Long Island,2016,GR10,381
Long Island,2016,GR11,347
Long Island,2016,GR12,301
New York City,2016,GR1,1667
New York City,2016,GR2,1590
New York City,2016,GR3,1453
New York City,2016,GR4,1275
New York City,2016,GR5,1150
New York City,2016,GR6,1149
New York City,2016,GR7,993
New York City,2016,GR8,1010
New York City,2016,GR9,1832
New York City,2016,GR10,1633
New York City,2016,GR11,1175
New York City,2016,GR12,1034
New York City,2016,GR1,3912
New York City,2016,GR2,3826
New York City,2016,GR3,3709
New York City,2016,GR4,3391
New York City,2016,GR5,2944
New York City,2016,GR6,2916
New York City,2016,GR7,2492
New York City,2016,GR8,2444
New York City,2016,GR9,2687
New York City,2016,GR10,2113
New York City,2016,GR11,1529
New York City,2016,GR12,1148
New York City,2016,GR1,2814
New York City,2016,GR2,2808
New York City,2016,GR3,2721
New York City,2016,GR4,2514
New York City,2016,GR5,2226
New York City,2016,GR6,2064
New York City,2016,GR7,1761
New York City,2016,GR8,1700
New York City,2016,GR9,2262
New York City,2016,GR10,1999
New York City,2016,GR11,1397
New York City,2016,GR12,1397
New York City,2016,GR1,1750
New York City,2016,GR2,1746
New York City,2016,GR3,1685
New York City,2016,GR4,1584
New York City,2016,GR5,1478
New York City,2016,GR6,1368
New York City,2016,GR7,1220
New York City,2016,GR8,1208
New York City,2016,GR9,1521
New York City,2016,GR10,1068
New York City,2016,GR11,860
New York City,2016,GR12,684
New York City,2016,GR1,264
New York City,2016,GR2,278
New York City,2016,GR3,279
New York City,2016,GR4,255
New York City,2016,GR5,189
New York City,2016,GR6,212
New York City,2016,GR7,176
New York City,2016,GR8,155
New York City,2016,GR9,267
New York City,2016,GR10,173
New York City,2016,GR11,133
New York City,2016,GR12,123
Western,2016,GR1,42
Western,2016,GR2,37
Western,2016,GR3,35
Western,2016,GR4,24
Western,2016,GR5,44
Western,2016,GR6,18
Western,2016,GR7,30
Western,2016,GR8,31
Western,2016,GR9,36
Western,2016,GR10,32
Western,2016,GR11,27
Western,2016,GR12,23
Mohawk,2016,GR1,30
Mohawk,2016,GR2,34
Mohawk,2016,GR3,27
Mohawk,2016,GR4,23
Mohawk,2016,GR5,20
Mohawk,2016,GR6,16
Mohawk,2016,GR7,19
Mohawk,2016,GR8,14
Mohawk,2016,GR9,38
Mohawk,2016,GR10,26
Mohawk,2016,GR11,20
Mohawk,2016,GR12,36
Central,2016,GR1,246
Central,2016,GR2,258
Central,2016,GR3,271
Central,2016,GR4,289
Central,2016,GR5,250
Central,2016,GR6,234
Central,2016,GR7,212
Central,2016,GR8,199
Central,2016,GR9,332
Central,2016,GR10,230
Central,2016,GR11,139
Central,2016,GR12,186
Finger Lakes,2016,GR1,26
Finger Lakes,2016,GR2,36
Finger Lakes,2016,GR3,31
Finger Lakes,2016,GR4,30
Finger Lakes,2016,GR5,29
Finger Lakes,2016,GR6,26
Finger Lakes,2016,GR7,19
Finger Lakes,2016,GR8,23
Finger Lakes,2016,GR9,30
Finger Lakes,2016,GR10,24
Finger Lakes,2016,GR11,12
Finger Lakes,2016,GR12,9
Hudson Valley,2016,GR1,137
Hudson Valley,2016,GR2,159
Hudson Valley,2016,GR3,160
Hudson Valley,2016,GR4,133
Hudson Valley,2016,GR5,122
Hudson Valley,2016,GR6,119
Hudson Valley,2016,GR7,109
Hudson Valley,2016,GR8,136
Hudson Valley,2016,GR9,150
Hudson Valley,2016,GR10,122
Hudson Valley,2016,GR11,129
Hudson Valley,2016,GR12,115
Finger Lakes,2016,GR1,6
Finger Lakes,2016,GR2,5
Finger Lakes,2016,GR3,9
Finger Lakes,2016,GR4,7
Finger Lakes,2016,GR5,0
Finger Lakes,2016,GR6,0
Finger Lakes,2016,GR7,7
Finger Lakes,2016,GR8,0
Finger Lakes,2016,GR9,5
Finger Lakes,2016,GR10,0
Finger Lakes,2016,GR11,0
Finger Lakes,2016,GR12,0
Central,2016,GR1,70
Central,2016,GR2,79
Central,2016,GR3,52
Central,2016,GR4,51
Central,2016,GR5,62
Central,2016,GR6,39
Central,2016,GR7,49
Central,2016,GR8,52
Central,2016,GR9,47
Central,2016,GR10,63
Central,2016,GR11,63
Central,2016,GR12,87
Mohawk,2016,GR1,5
Mohawk,2016,GR2,5
Mohawk,2016,GR3,14
Mohawk,2016,GR4,0
Mohawk,2016,GR5,0
Mohawk,2016,GR6,5
Mohawk,2016,GR7,6
Mohawk,2016,GR8,5
Mohawk,2016,GR9,0
Mohawk,2016,GR10,0
Mohawk,2016,GR11,0
Mohawk,2016,GR12,9
Hudson Valley,2016,GR1,6
Hudson Valley,2016,GR2,5
Hudson Valley,2016,GR3,5
Hudson Valley,2016,GR4,14
Hudson Valley,2016,GR5,0
Hudson Valley,2016,GR6,8
Hudson Valley,2016,GR7,0
Hudson Valley,2016,GR8,8
Hudson Valley,2016,GR9,0
Hudson Valley,2016,GR10,0
Hudson Valley,2016,GR11,5
Hudson Valley,2016,GR12,8
Capital,2016,GR1,60
Capital,2016,GR2,69
Capital,2016,GR3,50
Capital,2016,GR4,51
Capital,2016,GR5,62
Capital,2016,GR6,46
Capital,2016,GR7,46
Capital,2016,GR8,52
Capital,2016,GR9,33
Capital,2016,GR10,39
Capital,2016,GR11,31
Capital,2016,GR12,43
Hudson Valley,2016,GR1,45
Hudson Valley,2016,GR2,45
Hudson Valley,2016,GR3,40
Hudson Valley,2016,GR4,55
Hudson Valley,2016,GR5,43
Hudson Valley,2016,GR6,63
Hudson Valley,2016,GR7,45
Hudson Valley,2016,GR8,51
Hudson Valley,2016,GR9,101
Hudson Valley,2016,GR10,86
Hudson Valley,2016,GR11,55
Hudson Valley,2016,GR12,59
North Country,2016,GR1,52
North Country,2016,GR2,37
North Country,2016,GR3,47
North Country,2016,GR4,50
North Country,2016,GR5,43
North Country,2016,GR6,39
North Country,2016,GR7,43
North Country,2016,GR8,35
North Country,2016,GR9,35
North Country,2016,GR10,36
North Country,2016,GR11,48
North Country,2016,GR12,44
Capital,2016,GR1,60
Capital,2016,GR2,50
Capital,2016,GR3,49
Capital,2016,GR4,47
Capital,2016,GR5,36
Capital,2016,GR6,39
Capital,2016,GR7,39
Capital,2016,GR8,32
Capital,2016,GR9,71
Capital,2016,GR10,41
Capital,2016,GR11,35
Capital,2016,GR12,58
Capital,2016,GR1,32
Capital,2016,GR2,29
Capital,2016,GR3,29
Capital,2016,GR4,28
Capital,2016,GR5,27
Capital,2016,GR6,19
Capital,2016,GR7,23
Capital,2016,GR8,27
Capital,2016,GR9,16
Capital,2016,GR10,15
Capital,2016,GR11,15
Capital,2016,GR12,19
Mohawk,2016,GR1,0
Mohawk,2016,GR2,0
Mohawk,2016,GR3,0
Mohawk,2016,GR4,0
Mohawk,2016,GR5,0
Mohawk,2016,GR6,0
Mohawk,2016,GR7,0
Mohawk,2016,GR8,0
Mohawk,2016,GR9,0
Mohawk,2016,GR10,0
Mohawk,2016,GR11,0
Mohawk,2016,GR12,0
Southern Tier,2016,GR1,0
Southern Tier,2016,GR2,0
Southern Tier,2016,GR3,0
Southern Tier,2016,GR4,0
Southern Tier,2016,GR5,0
Southern Tier,2016,GR6,0
Southern Tier,2016,GR7,0
Southern Tier,2016,GR8,0
Southern Tier,2016,GR9,0
Southern Tier,2016,GR10,0
Southern Tier,2016,GR11,0
Southern Tier,2016,GR12,0
Finger Lakes,2016,GR1,6
Finger Lakes,2016,GR2,0
Finger Lakes,2016,GR3,0
Finger Lakes,2016,GR4,0
Finger Lakes,2016,GR5,5
Finger Lakes,2016,GR6,5
Finger Lakes,2016,GR7,0
Finger Lakes,2016,GR8,5
Finger Lakes,2016,GR9,8
Finger Lakes,2016,GR10,8
Finger Lakes,2016,GR11,9
Finger Lakes,2016,GR12,8
Southern Tier,2016,GR1,26
Southern Tier,2016,GR2,32
Southern Tier,2016,GR3,31
Southern Tier,2016,GR4,29
Southern Tier,2016,GR5,16
Southern Tier,2016,GR6,23
Southern Tier,2016,GR7,15
Southern Tier,2016,GR8,17
Southern Tier,2016,GR9,18
Southern Tier,2016,GR10,19
Southern Tier,2016,GR11,21
Southern Tier,2016,GR12,31
Long Island,2016,GR1,416
Long Island,2016,GR2,401
Long Island,2016,GR3,433
Long Island,2016,GR4,425
Long Island,2016,GR5,383
Long Island,2016,GR6,408
Long Island,2016,GR7,367
Long Island,2016,GR8,354
Long Island,2016,GR9,389
Long Island,2016,GR10,420
Long Island,2016,GR11,415
Long Island,2016,GR12,448
Hudson Valley,2016,GR1,28
Hudson Valley,2016,GR2,16
Hudson Valley,2016,GR3,31
Hudson Valley,2016,GR4,23
Hudson Valley,2016,GR5,28
Hudson Valley,2016,GR6,34
Hudson Valley,2016,GR7,14
Hudson Valley,2016,GR8,11
Hudson Valley,2016,GR9,21
Hudson Valley,2016,GR10,23
Hudson Valley,2016,GR11,18
Hudson Valley,2016,GR12,21
Southern Tier,2016,GR1,5
Southern Tier,2016,GR2,0
Southern Tier,2016,GR3,0
Southern Tier,2016,GR4,5
Southern Tier,2016,GR5,6
Southern Tier,2016,GR6,0
Southern Tier,2016,GR7,0
Southern Tier,2016,GR8,5
Southern Tier,2016,GR9,6
Southern Tier,2016,GR10,0
Southern Tier,2016,GR11,5
Southern Tier,2016,GR12,0
Southern Tier,2016,GR1,14
Southern Tier,2016,GR2,15
Southern Tier,2016,GR3,12
Southern Tier,2016,GR4,19
Southern Tier,2016,GR5,7
Southern Tier,2016,GR6,16
Southern Tier,2016,GR7,10
Southern Tier,2016,GR8,15
Southern Tier,2016,GR9,13
Southern Tier,2016,GR10,14
Southern Tier,2016,GR11,18
Southern Tier,2016,GR12,21
Hudson Valley,2016,GR1,53
Hudson Valley,2016,GR2,44
Hudson Valley,2016,GR3,41
Hudson Valley,2016,GR4,57
Hudson Valley,2016,GR5,36
Hudson Valley,2016,GR6,41
Hudson Valley,2016,GR7,31
Hudson Valley,2016,GR8,47
Hudson Valley,2016,GR9,60
Hudson Valley,2016,GR10,45
Hudson Valley,2016,GR11,41
Hudson Valley,2016,GR12,42
Capital,2016,GR1,13
Capital,2016,GR2,16
Capital,2016,GR3,19
Capital,2016,GR4,14
Capital,2016,GR5,20
Capital,2016,GR6,19
Capital,2016,GR7,13
Capital,2016,GR8,14
Capital,2016,GR9,12
Capital,2016,GR10,18
Capital,2016,GR11,9
Capital,2016,GR12,17
Capital,2016,GR1,23
Capital,2016,GR2,15
Capital,2016,GR3,22
Capital,2016,GR4,14
Capital,2016,GR5,19
Capital,2016,GR6,12
Capital,2016,GR7,16
Capital,2016,GR8,16
Capital,2016,GR9,16
Capital,2016,GR10,9
Capital,2016,GR11,12
Capital,2016,GR12,13
Finger Lakes,2016,GR1,24
Finger Lakes,2016,GR2,28
Finger Lakes,2016,GR3,26
Finger Lakes,2016,GR4,23
Finger Lakes,2016,GR5,33
Finger Lakes,2016,GR6,20
Finger Lakes,2016,GR7,16
Finger Lakes,2016,GR8,24
Finger Lakes,2016,GR9,25
Finger Lakes,2016,GR10,24
Finger Lakes,2016,GR11,20
Finger Lakes,2016,GR12,36
Hudson Valley,2016,GR1,219
Hudson Valley,2016,GR2,211
Hudson Valley,2016,GR3,206
Hudson Valley,2016,GR4,199
Hudson Valley,2016,GR5,196
Hudson Valley,2016,GR6,194
Hudson Valley,2016,GR7,165
Hudson Valley,2016,GR8,194
Hudson Valley,2016,GR9,260
Hudson Valley,2016,GR10,205
Hudson Valley,2016,GR11,169
Hudson Valley,2016,GR12,147
Finger Lakes,2016,GR1,0
Finger Lakes,2016,GR2,8
Finger Lakes,2016,GR3,0
Finger Lakes,2016,GR4,11
Finger Lakes,2016,GR5,0
Finger Lakes,2016,GR6,0
Finger Lakes,2016,GR7,0
Finger Lakes,2016,GR8,0
Finger Lakes,2016,GR9,0
Finger Lakes,2016,GR10,0
Finger Lakes,2016,GR11,0
Finger Lakes,2016,GR12,0
Finger Lakes,2016,GR1,8
Finger Lakes,2016,GR2,6
Finger Lakes,2016,GR3,6
Finger Lakes,2016,GR4,5
Finger Lakes,2016,GR5,0
Finger Lakes,2016,GR6,0
Finger Lakes,2016,GR7,0
Finger Lakes,2016,GR8,0
Finger Lakes,2016,GR9,8
Finger Lakes,2016,GR10,6
Finger Lakes,2016,GR11,0
Finger Lakes,2016,GR12,5
Capital,2017,GR1,102
Capital,2017,GR2,98
Capital,2017,GR3,95
Capital,2017,GR4,101
Capital,2017,GR5,74
Capital,2017,GR6,68
Capital,2017,GR7,82
Capital,2017,GR8,63
Capital,2017,GR9,84
Capital,2017,GR10,71
Capital,2017,GR11,58
Capital,2017,GR12,63
Western,2017,GR1,5
Western,2017,GR2,0
Western,2017,GR3,6
Western,2017,GR4,7
Western,2017,GR5,5
Western,2017,GR6,10
Western,2017,GR7,6
Western,2017,GR8,7
Western,2017,GR9,6
Western,2017,GR10,0
Western,2017,GR11,0
Western,2017,GR12,5
Southern Tier,2017,GR1,83
Southern Tier,2017,GR2,74
Southern Tier,2017,GR3,68
Southern Tier,2017,GR4,75
Southern Tier,2017,GR5,61
Southern Tier,2017,GR6,54
Southern Tier,2017,GR7,50
Southern Tier,2017,GR8,63
Southern Tier,2017,GR9,64
Southern Tier,2017,GR10,47
Southern Tier,2017,GR11,55
Southern Tier,2017,GR12,96
Western,2017,GR1,13
Western,2017,GR2,12
Western,2017,GR3,19
Western,2017,GR4,17
Western,2017,GR5,9
Western,2017,GR6,8
Western,2017,GR7,6
Western,2017,GR8,6
Western,2017,GR9,10
Western,2017,GR10,12
Western,2017,GR11,14
Western,2017,GR12,16
Central,2017,GR1,29
Central,2017,GR2,31
Central,2017,GR3,19
Central,2017,GR4,28
Central,2017,GR5,20
Central,2017,GR6,16
Central,2017,GR7,18
Central,2017,GR8,16
Central,2017,GR9,17
Central,2017,GR10,8
Central,2017,GR11,12
Central,2017,GR12,20
Western,2017,GR1,45
Western,2017,GR2,40
Western,2017,GR3,35
Western,2017,GR4,28
Western,2017,GR5,26
Western,2017,GR6,37
Western,2017,GR7,26
Western,2017,GR8,27
Western,2017,GR9,19
Western,2017,GR10,23
Western,2017,GR11,28
Western,2017,GR12,11
Southern Tier,2017,GR1,6
Southern Tier,2017,GR2,10
Southern Tier,2017,GR3,11
Southern Tier,2017,GR4,13
Southern Tier,2017,GR5,0
Southern Tier,2017,GR6,5
Southern Tier,2017,GR7,5
Southern Tier,2017,GR8,9
Southern Tier,2017,GR9,9
Southern Tier,2017,GR10,5
Southern Tier,2017,GR11,6
Southern Tier,2017,GR12,0
Southern Tier,2017,GR1,8
Southern Tier,2017,GR2,13
Southern Tier,2017,GR3,10
Southern Tier,2017,GR4,13
Southern Tier,2017,GR5,14
Southern Tier,2017,GR6,6
Southern Tier,2017,GR7,12
Southern Tier,2017,GR8,6
Southern Tier,2017,GR9,10
Southern Tier,2017,GR10,9
Southern Tier,2017,GR11,11
Southern Tier,2017,GR12,12
North Country,2017,GR1,26
North Country,2017,GR2,23
North Country,2017,GR3,21
North Country,2017,GR4,28
North Country,2017,GR5,20
North Country,2017,GR6,19
North Country,2017,GR7,19
North Country,2017,GR8,20
North Country,2017,GR9,28
North Country,2017,GR10,14
North Country,2017,GR11,13
North Country,2017,GR12,24
Capital,2017,GR1,20
Capital,2017,GR2,16
Capital,2017,GR3,17
Capital,2017,GR4,12
Capital,2017,GR5,18
Capital,2017,GR6,11
Capital,2017,GR7,9
Capital,2017,GR8,15
Capital,2017,GR9,26
Capital,2017,GR10,11
Capital,2017,GR11,9
Capital,2017,GR12,28
Central,2017,GR1,6
Central,2017,GR2,0
Central,2017,GR3,5
Central,2017,GR4,7
Central,2017,GR5,10
Central,2017,GR6,14
Central,2017,GR7,0
Central,2017,GR8,5
Central,2017,GR9,9
Central,2017,GR10,8
Central,2017,GR11,0
Central,2017,GR12,7
Southern Tier,2017,GR1,0
Southern Tier,2017,GR2,0
Southern Tier,2017,GR3,6
Southern Tier,2017,GR4,0
Southern Tier,2017,GR5,0
Southern Tier,2017,GR6,0
Southern Tier,2017,GR7,0
Southern Tier,2017,GR8,0
Southern Tier,2017,GR9,0
Southern Tier,2017,GR10,5
Southern Tier,2017,GR11,5
Southern Tier,2017,GR12,7
Hudson Valley,2017,GR1,73
Hudson Valley,2017,GR2,60
Hudson Valley,2017,GR3,82
Hudson Valley,2017,GR4,70
Hudson Valley,2017,GR5,85
Hudson Valley,2017,GR6,60
Hudson Valley,2017,GR7,72
Hudson Valley,2017,GR8,65
Hudson Valley,2017,GR9,74
Hudson Valley,2017,GR10,62
Hudson Valley,2017,GR11,64
Hudson Valley,2017,GR12,60
Western,2017,GR1,252
Western,2017,GR2,228
Western,2017,GR3,230
Western,2017,GR4,215
Western,2017,GR5,193
Western,2017,GR6,187
Western,2017,GR7,194
Western,2017,GR8,166
Western,2017,GR9,198
Western,2017,GR10,151
Western,2017,GR11,143
Western,2017,GR12,156
North Country,2017,GR1,0
North Country,2017,GR2,0
North Country,2017,GR3,0
North Country,2017,GR4,0
North Country,2017,GR5,0
North Country,2017,GR6,0
North Country,2017,GR7,0
North Country,2017,GR8,0
North Country,2017,GR9,0
North Country,2017,GR10,0
North Country,2017,GR11,0
North Country,2017,GR12,6
North Country,2017,GR1,20
North Country,2017,GR2,14
North Country,2017,GR3,14
North Country,2017,GR4,10
North Country,2017,GR5,6
North Country,2017,GR6,14
North Country,2017,GR7,10
North Country,2017,GR8,7
North Country,2017,GR9,9
North Country,2017,GR10,7
North Country,2017,GR11,6
North Country,2017,GR12,17
Mohawk,2017,GR1,9
Mohawk,2017,GR2,10
Mohawk,2017,GR3,7
Mohawk,2017,GR4,14
Mohawk,2017,GR5,12
Mohawk,2017,GR6,12
Mohawk,2017,GR7,11
Mohawk,2017,GR8,10
Mohawk,2017,GR9,10
Mohawk,2017,GR10,7
Mohawk,2017,GR11,6
Mohawk,2017,GR12,15
Finger Lakes,2017,GR1,14
Finger Lakes,2017,GR2,16
Finger Lakes,2017,GR3,9
Finger Lakes,2017,GR4,9
Finger Lakes,2017,GR5,0
Finger Lakes,2017,GR6,13
Finger Lakes,2017,GR7,13
Finger Lakes,2017,GR8,5
Finger Lakes,2017,GR9,5
Finger Lakes,2017,GR10,12
Finger Lakes,2017,GR11,5
Finger Lakes,2017,GR12,0
Capital,2017,GR1,0
Capital,2017,GR2,6
Capital,2017,GR3,8
Capital,2017,GR4,8
Capital,2017,GR5,6
Capital,2017,GR6,5
Capital,2017,GR7,11
Capital,2017,GR8,0
Capital,2017,GR9,11
Capital,2017,GR10,0
Capital,2017,GR11,6
Capital,2017,GR12,6
North Country,2017,GR1,0
North Country,2017,GR2,0
North Country,2017,GR3,0
North Country,2017,GR4,0
North Country,2017,GR5,0
North Country,2017,GR6,0
North Country,2017,GR7,0
North Country,2017,GR8,0
North Country,2017,GR9,0
North Country,2017,GR10,0
North Country,2017,GR11,0
North Country,2017,GR12,0
Mohawk,2017,GR1,6
Mohawk,2017,GR2,9
Mohawk,2017,GR3,0
Mohawk,2017,GR4,0
Mohawk,2017,GR5,0
Mohawk,2017,GR6,0
Mohawk,2017,GR7,0
Mohawk,2017,GR8,7
Mohawk,2017,GR9,5
Mohawk,2017,GR10,0
Mohawk,2017,GR11,0
Mohawk,2017,GR12,8
North Country,2017,GR1,18
North Country,2017,GR2,18
North Country,2017,GR3,27
North Country,2017,GR4,30
North Country,2017,GR5,20
North Country,2017,GR6,14
North Country,2017,GR7,7
North Country,2017,GR8,12
North Country,2017,GR9,18
North Country,2017,GR10,16
North Country,2017,GR11,21
North Country,2017,GR12,24
North Country,2017,GR1,0
North Country,2017,GR2,9
North Country,2017,GR3,7
North Country,2017,GR4,5
North Country,2017,GR5,5
North Country,2017,GR6,0
North Country,2017,GR7,8
North Country,2017,GR8,0
North Country,2017,GR9,6
North Country,2017,GR10,0
North Country,2017,GR11,0
North Country,2017,GR12,11
Finger Lakes,2017,GR1,17
Finger Lakes,2017,GR2,15
Finger Lakes,2017,GR3,19
Finger Lakes,2017,GR4,19
Finger Lakes,2017,GR5,8
Finger Lakes,2017,GR6,11
Finger Lakes,2017,GR7,14
Finger Lakes,2017,GR8,18
Finger Lakes,2017,GR9,11
Finger Lakes,2017,GR10,15
Finger Lakes,2017,GR11,15
Finger Lakes,2017,GR12,16
Central,2017,GR1,7
Central,2017,GR2,6
Central,2017,GR3,10
Central,2017,GR4,7
Central,2017,GR5,11
Central,2017,GR6,8
Central,2017,GR7,10
Central,2017,GR8,8
Central,2017,GR9,6
Central,2017,GR10,7
Central,2017,GR11,7
Central,2017,GR12,8
Finger Lakes,2017,GR1,293
Finger Lakes,2017,GR2,253
Finger Lakes,2017,GR3,270
Finger Lakes,2017,GR4,249
