REGION,Year,Age,Grades
Hudson Valley,2012,GR8,172
Hudson Valley,2012,GR9,241
Hudson Valley,2012,GR10,175
Hudson Valley,2012,GR11,156
Hudson Valley,2012,GR12,148
Finger Lakes,2012,GR1,14
Finger Lakes,2012,GR2,8
Finger Lakes,2012,GR3,0
Finger Lakes,2012,GR4,9
Finger Lakes,2012,GR5,8
Finger Lakes,2012,GR6,10
Finger Lakes,2012,GR7,0
Finger Lakes,2012,GR8,6
Finger Lakes,2012,GR9,5
Finger Lakes,2012,GR10,0
Finger Lakes,2012,GR11,6
Finger Lakes,2012,GR12,7
Finger Lakes,2012,GR1,8
Finger Lakes,2012,GR2,8
Finger Lakes,2012,GR3,10
Finger Lakes,2012,GR4,11
Finger Lakes,2012,GR5,8
Finger Lakes,2012,GR6,9
Finger Lakes,2012,GR7,0
Finger Lakes,2012,GR8,6
Finger Lakes,2012,GR9,0
Finger Lakes,2012,GR10,6
Finger Lakes,2012,GR11,6
Finger Lakes,2012,GR12,0
Capital,2013,GR1,75
Capital,2013,GR2,66
Capital,2013,GR3,60
Capital,2013,GR4,49
Capital,2013,GR5,43
Capital,2013,GR6,49
Capital,2013,GR7,56
Capital,2013,GR8,48
Capital,2013,GR9,64
Capital,2013,GR10,45
Capital,2013,GR11,29
Capital,2013,GR12,25
Western,2013,GR1,9
Western,2013,GR2,10
Western,2013,GR3,7
Western,2013,GR4,6
Western,2013,GR5,7
Western,2013,GR6,0
Western,2013,GR7,6
Western,2013,GR8,6
Western,2013,GR9,5
Western,2013,GR10,0
Western,2013,GR11,7
Western,2013,GR12,8
New York City,2013,GR1,3697
New York City,2013,GR2,3131
New York City,2013,GR3,2949
New York City,2013,GR4,2486
New York City,2013,GR5,2254
New York City,2013,GR6,2344
New York City,2013,GR7,2118
New York City,2013,GR8,1990
New York City,2013,GR9,2159
New York City,2013,GR10,1384
New York City,2013,GR11,882
New York City,2013,GR12,790
Southern Tier,2013,GR1,44
Southern Tier,2013,GR2,47
Southern Tier,2013,GR3,48
Southern Tier,2013,GR4,52
Southern Tier,2013,GR5,36
Southern Tier,2013,GR6,45
Southern Tier,2013,GR7,51
Southern Tier,2013,GR8,39
Southern Tier,2013,GR9,47
Southern Tier,2013,GR10,48
Southern Tier,2013,GR11,40
Southern Tier,2013,GR12,63
Western,2013,GR1,20
Western,2013,GR2,8
Western,2013,GR3,9
Western,2013,GR4,10
Western,2013,GR5,12
Western,2013,GR6,14
Western,2013,GR7,9
Western,2013,GR8,8
Western,2013,GR9,5
Western,2013,GR10,16
Western,2013,GR11,13
Western,2013,GR12,19
Central,2013,GR1,11
Central,2013,GR2,10
Central,2013,GR3,13
Central,2013,GR4,7
Central,2013,GR5,10
Central,2013,GR6,7
Central,2013,GR7,13
Central,2013,GR8,7
Central,2013,GR9,5
Central,2013,GR10,9
Central,2013,GR11,0
Central,2013,GR12,7
Western,2013,GR1,25
Western,2013,GR2,27
Western,2013,GR3,22
Western,2013,GR4,22
Western,2013,GR5,23
Western,2013,GR6,22
Western,2013,GR7,22
Western,2013,GR8,12
Western,2013,GR9,19
Western,2013,GR10,32
Western,2013,GR11,14
Western,2013,GR12,19
Southern Tier,2013,GR1,5
Southern Tier,2013,GR2,9
Southern Tier,2013,GR3,7
Southern Tier,2013,GR4,7
Southern Tier,2013,GR5,8
Southern Tier,2013,GR6,6
Southern Tier,2013,GR7,0
Southern Tier,2013,GR8,6
Southern Tier,2013,GR9,0
Southern Tier,2013,GR10,0
Southern Tier,2013,GR11,0
Southern Tier,2013,GR12,0
Southern Tier,2013,GR1,11
Southern Tier,2013,GR2,8
Southern Tier,2013,GR3,11
Southern Tier,2013,GR4,11
Southern Tier,2013,GR5,13
Southern Tier,2013,GR6,11
Southern Tier,2013,GR7,9
Southern Tier,2013,GR8,16
Southern Tier,2013,GR9,10
Southern Tier,2013,GR10,12
Southern Tier,2013,GR11,10
Southern Tier,2013,GR12,9
North Country,2013,GR1,14
North Country,2013,GR2,6
North Country,2013,GR3,12
North Country,2013,GR4,11
North Country,2013,GR5,9
North Country,2013,GR6,0
North Country,2013,GR7,18
North Country,2013,GR8,14
North Country,2013,GR9,7
North Country,2013,GR10,14
North Country,2013,GR11,9
North Country,2013,GR12,5
Capital,2013,GR1,16
Capital,2013,GR2,18
Capital,2013,GR3,14
Capital,2013,GR4,13
Capital,2013,GR5,13
Capital,2013,GR6,13
Capital,2013,GR7,12
Capital,2013,GR8,14
Capital,2013,GR9,16
Capital,2013,GR10,12
Capital,2013,GR11,12
Capital,2013,GR12,12
Central,2013,GR1,6
Central,2013,GR2,0
Central,2013,GR3,9
Central,2013,GR4,9
Central,2013,GR5,7
Central,2013,GR6,8
Central,2013,GR7,9
Central,2013,GR8,0
Central,2013,GR9,0
Central,2013,GR10,0
Central,2013,GR11,7
Central,2013,GR12,12
Southern Tier,2013,GR1,0
Southern Tier,2013,GR2,0
Southern Tier,2013,GR3,0
Southern Tier,2013,GR4,0
Southern Tier,2013,GR5,0
Southern Tier,2013,GR6,0
Southern Tier,2013,GR7,0
Southern Tier,2013,GR8,0
Southern Tier,2013,GR9,0
Southern Tier,2013,GR10,0
Southern Tier,2013,GR11,9
Southern Tier,2013,GR12,0
Hudson Valley,2013,GR1,49
Hudson Valley,2013,GR2,50
Hudson Valley,2013,GR3,53
Hudson Valley,2013,GR4,61
Hudson Valley,2013,GR5,46
Hudson Valley,2013,GR6,46
Hudson Valley,2013,GR7,44
Hudson Valley,2013,GR8,37
Hudson Valley,2013,GR9,49
Hudson Valley,2013,GR10,41
Hudson Valley,2013,GR11,31
Hudson Valley,2013,GR12,33
Western,2013,GR1,188
Western,2013,GR2,158
Western,2013,GR3,155
Western,2013,GR4,142
Western,2013,GR5,143
Western,2013,GR6,134
Western,2013,GR7,147
Western,2013,GR8,110
Western,2013,GR9,129
Western,2013,GR10,121
Western,2013,GR11,108
Western,2013,GR12,153
North Country,2013,GR1,5
North Country,2013,GR2,5
North Country,2013,GR3,0
North Country,2013,GR4,0
North Country,2013,GR5,0
North Country,2013,GR6,0
North Country,2013,GR7,0
North Country,2013,GR8,0
North Country,2013,GR9,0
North Country,2013,GR10,0
North Country,2013,GR11,0
North Country,2013,GR12,0
North Country,2013,GR1,6
North Country,2013,GR2,7
North Country,2013,GR3,9
North Country,2013,GR4,13
North Country,2013,GR5,9
North Country,2013,GR6,5
North Country,2013,GR7,9
North Country,2013,GR8,9
North Country,2013,GR9,9
North Country,2013,GR10,6
North Country,2013,GR11,0
North Country,2013,GR12,12
Mohawk,2013,GR1,9
Mohawk,2013,GR2,10
Mohawk,2013,GR3,9
Mohawk,2013,GR4,15
Mohawk,2013,GR5,7
Mohawk,2013,GR6,9
Mohawk,2013,GR7,11
Mohawk,2013,GR8,0
Mohawk,2013,GR9,10
Mohawk,2013,GR10,5
Mohawk,2013,GR11,0
Mohawk,2013,GR12,7
Finger Lakes,2013,GR1,0
Finger Lakes,2013,GR2,0
Finger Lakes,2013,GR3,8
Finger Lakes,2013,GR4,0
Finger Lakes,2013,GR5,10
Finger Lakes,2013,GR6,8
Finger Lakes,2013,GR7,7
Finger Lakes,2013,GR8,9
Finger Lakes,2013,GR9,6
Finger Lakes,2013,GR10,8
Finger Lakes,2013,GR11,5
Finger Lakes,2013,GR12,5
Capital,2013,GR1,12
Capital,2013,GR2,8
Capital,2013,GR3,15
Capital,2013,GR4,13
Capital,2013,GR5,7
Capital,2013,GR6,9
Capital,2013,GR7,5
Capital,2013,GR8,7
Capital,2013,GR9,12
Capital,2013,GR10,0
Capital,2013,GR11,11
Capital,2013,GR12,7
North Country,2013,GR1,0
North Country,2013,GR2,0
North Country,2013,GR3,0
North Country,2013,GR4,0
North Country,2013,GR5,0
North Country,2013,GR6,0
North Country,2013,GR7,0
North Country,2013,GR8,0
North Country,2013,GR9,0
North Country,2013,GR10,0
North Country,2013,GR11,0
North Country,2013,GR12,0
Mohawk,2013,GR1,6
Mohawk,2013,GR2,0
Mohawk,2013,GR3,0
Mohawk,2013,GR4,5
Mohawk,2013,GR5,0
Mohawk,2013,GR6,0
Mohawk,2013,GR7,5
Mohawk,2013,GR8,0
Mohawk,2013,GR9,0
Mohawk,2013,GR10,9
Mohawk,2013,GR11,5
Mohawk,2013,GR12,0
North Country,2013,GR1,21
North Country,2013,GR2,17
North Country,2013,GR3,18
North Country,2013,GR4,12
North Country,2013,GR5,14
North Country,2013,GR6,18
North Country,2013,GR7,16
North Country,2013,GR8,11
North Country,2013,GR9,18
North Country,2013,GR10,6
North Country,2013,GR11,11
North Country,2013,GR12,21
New York City,2013,GR1,2723
New York City,2013,GR2,2187
New York City,2013,GR3,1981
New York City,2013,GR4,1770
New York City,2013,GR5,1581
New York City,2013,GR6,1601
New York City,2013,GR7,1377
New York City,2013,GR8,1280
New York City,2013,GR9,1844
New York City,2013,GR10,1579
New York City,2013,GR11,943
New York City,2013,GR12,993
North Country,2013,GR1,6
North Country,2013,GR2,9
North Country,2013,GR3,5
North Country,2013,GR4,0
North Country,2013,GR5,7
North Country,2013,GR6,7
North Country,2013,GR7,6
North Country,2013,GR8,0
North Country,2013,GR9,0
North Country,2013,GR10,0
North Country,2013,GR11,0
North Country,2013,GR12,10
Finger Lakes,2013,GR1,11
Finger Lakes,2013,GR2,14
Finger Lakes,2013,GR3,11
Finger Lakes,2013,GR4,10
Finger Lakes,2013,GR5,5
Finger Lakes,2013,GR6,0
Finger Lakes,2013,GR7,11
Finger Lakes,2013,GR8,9
Finger Lakes,2013,GR9,5
Finger Lakes,2013,GR10,0
Finger Lakes,2013,GR11,7
Finger Lakes,2013,GR12,6
Central,2013,GR1,5
Central,2013,GR2,8
Central,2013,GR3,8
Central,2013,GR4,6
Central,2013,GR5,0
Central,2013,GR6,8
Central,2013,GR7,6
Central,2013,GR8,8
Central,2013,GR9,5
Central,2013,GR10,5
Central,2013,GR11,9
Central,2013,GR12,11
Finger Lakes,2013,GR1,315
Finger Lakes,2013,GR2,247
Finger Lakes,2013,GR3,223
Finger Lakes,2013,GR4,198
Finger Lakes,2013,GR5,227
Finger Lakes,2013,GR6,194
Finger Lakes,2013,GR7,151
Finger Lakes,2013,GR8,171
Finger Lakes,2013,GR9,209
Finger Lakes,2013,GR10,143
Finger Lakes,2013,GR11,125
Finger Lakes,2013,GR12,142
Mohawk,2013,GR1,23
Mohawk,2013,GR2,11
Mohawk,2013,GR3,16
Mohawk,2013,GR4,11
Mohawk,2013,GR5,10
Mohawk,2013,GR6,9
Mohawk,2013,GR7,9
Mohawk,2013,GR8,13
Mohawk,2013,GR9,9
Mohawk,2013,GR10,9
Mohawk,2013,GR11,5
Mohawk,2013,GR12,0
Long Island,2013,GR1,207
Long Island,2013,GR2,185
Long Island,2013,GR3,175
Long Island,2013,GR4,170
Long Island,2013,GR5,153
Long Island,2013,GR6,179
Long Island,2013,GR7,169
Long Island,2013,GR8,158
Long Island,2013,GR9,262
Long Island,2013,GR10,166
Long Island,2013,GR11,125
Long Island,2013,GR12,142
New York City,2013,GR1,1526
New York City,2013,GR2,1318
New York City,2013,GR3,1085
New York City,2013,GR4,991
New York City,2013,GR5,929
New York City,2013,GR6,934
New York City,2013,GR7,878
New York City,2013,GR8,859
New York City,2013,GR9,1466
New York City,2013,GR10,1122
New York City,2013,GR11,731
New York City,2013,GR12,632
Western,2013,GR1,18
Western,2013,GR2,13
Western,2013,GR3,18
Western,2013,GR4,17
Western,2013,GR5,10
Western,2013,GR6,21
Western,2013,GR7,17
Western,2013,GR8,21
Western,2013,GR9,24
Western,2013,GR10,18
Western,2013,GR11,22
Western,2013,GR12,20
Mohawk,2013,GR1,27
Mohawk,2013,GR2,13
Mohawk,2013,GR3,14
Mohawk,2013,GR4,21
Mohawk,2013,GR5,18
Mohawk,2013,GR6,12
Mohawk,2013,GR7,6
Mohawk,2013,GR8,8
Mohawk,2013,GR9,10
Mohawk,2013,GR10,9
Mohawk,2013,GR11,10
Mohawk,2013,GR12,9
Central,2013,GR1,179
Central,2013,GR2,187
Central,2013,GR3,157
Central,2013,GR4,142
Central,2013,GR5,127
Central,2013,GR6,150
Central,2013,GR7,128
Central,2013,GR8,117
Central,2013,GR9,209
Central,2013,GR10,119
Central,2013,GR11,100
Central,2013,GR12,151
Finger Lakes,2013,GR1,23
Finger Lakes,2013,GR2,22
Finger Lakes,2013,GR3,28
Finger Lakes,2013,GR4,25
Finger Lakes,2013,GR5,17
Finger Lakes,2013,GR6,26
Finger Lakes,2013,GR7,22
Finger Lakes,2013,GR8,24
Finger Lakes,2013,GR9,15
Finger Lakes,2013,GR10,14
Finger Lakes,2013,GR11,18
Finger Lakes,2013,GR12,19
Hudson Valley,2013,GR1,123
Hudson Valley,2013,GR2,129
Hudson Valley,2013,GR3,126
Hudson Valley,2013,GR4,113
Hudson Valley,2013,GR5,115
Hudson Valley,2013,GR6,124
Hudson Valley,2013,GR7,130
Hudson Valley,2013,GR8,133
Hudson Valley,2013,GR9,121
Hudson Valley,2013,GR10,119
Hudson Valley,2013,GR11,91
Hudson Valley,2013,GR12,100
Finger Lakes,2013,GR1,8
Finger Lakes,2013,GR2,6
Finger Lakes,2013,GR3,6
Finger Lakes,2013,GR4,5
Finger Lakes,2013,GR5,7
Finger Lakes,2013,GR6,7
Finger Lakes,2013,GR7,5
Finger Lakes,2013,GR8,0
Finger Lakes,2013,GR9,5
Finger Lakes,2013,GR10,0
Finger Lakes,2013,GR11,0
Finger Lakes,2013,GR12,0
Central,2013,GR1,62
Central,2013,GR2,59
Central,2013,GR3,40
Central,2013,GR4,38
Central,2013,GR5,38
Central,2013,GR6,52
Central,2013,GR7,54
Central,2013,GR8,43
Central,2013,GR9,54
Central,2013,GR10,59
Central,2013,GR11,67
Central,2013,GR12,100
Mohawk,2013,GR1,11
Mohawk,2013,GR2,8
Mohawk,2013,GR3,6
Mohawk,2013,GR4,7
Mohawk,2013,GR5,0
Mohawk,2013,GR6,5
Mohawk,2013,GR7,7
Mohawk,2013,GR8,5
Mohawk,2013,GR9,0
Mohawk,2013,GR10,0
Mohawk,2013,GR11,9
Mohawk,2013,GR12,8
Hudson Valley,2013,GR1,14
Hudson Valley,2013,GR2,14
Hudson Valley,2013,GR3,17
Hudson Valley,2013,GR4,16
Hudson Valley,2013,GR5,16
Hudson Valley,2013,GR6,14
Hudson Valley,2013,GR7,18
Hudson Valley,2013,GR8,9
Hudson Valley,2013,GR9,8
Hudson Valley,2013,GR10,7
Hudson Valley,2013,GR11,10
Hudson Valley,2013,GR12,5
New York City,2013,GR1,1409
New York City,2013,GR2,1182
New York City,2013,GR3,1054
New York City,2013,GR4,997
New York City,2013,GR5,961
New York City,2013,GR6,931
New York City,2013,GR7,760
New York City,2013,GR8,752
New York City,2013,GR9,1145
New York City,2013,GR10,825
New York City,2013,GR11,562
New York City,2013,GR12,497
Capital,2013,GR1,47
Capital,2013,GR2,41
Capital,2013,GR3,33
Capital,2013,GR4,43
Capital,2013,GR5,21
Capital,2013,GR6,32
Capital,2013,GR7,35
Capital,2013,GR8,38
Capital,2013,GR9,36
Capital,2013,GR10,28
Capital,2013,GR11,26
Capital,2013,GR12,30
New York City,2013,GR1,245
New York City,2013,GR2,220
New York City,2013,GR3,197
New York City,2013,GR4,161
New York City,2013,GR5,143
New York City,2013,GR6,161
New York City,2013,GR7,149
New York City,2013,GR8,122
New York City,2013,GR9,249
New York City,2013,GR10,161
New York City,2013,GR11,117
New York City,2013,GR12,97
Hudson Valley,2013,GR1,36
Hudson Valley,2013,GR2,59
Hudson Valley,2013,GR3,62
Hudson Valley,2013,GR4,49
Hudson Valley,2013,GR5,53
Hudson Valley,2013,GR6,44
Hudson Valley,2013,GR7,42
Hudson Valley,2013,GR8,45
Hudson Valley,2013,GR9,98
Hudson Valley,2013,GR10,67
Hudson Valley,2013,GR11,45
Hudson Valley,2013,GR12,49
Capital,2013,GR1,36
Capital,2013,GR2,40
Capital,2013,GR3,35
Capital,2013,GR4,27
Capital,2013,GR5,38
Capital,2013,GR6,37
Capital,2013,GR7,38
Capital,2013,GR8,24
Capital,2013,GR9,40
Capital,2013,GR10,44
Capital,2013,GR11,35
Capital,2013,GR12,61
Capital,2013,GR1,25
Capital,2013,GR2,20
Capital,2013,GR3,17
Capital,2013,GR4,16
Capital,2013,GR5,13
Capital,2013,GR6,18
Capital,2013,GR7,14
Capital,2013,GR8,14
Capital,2013,GR9,15
Capital,2013,GR10,13
Capital,2013,GR11,13
Capital,2013,GR12,7
Mohawk,2013,GR1,6
Mohawk,2013,GR2,0
Mohawk,2013,GR3,5
Mohawk,2013,GR4,10
Mohawk,2013,GR5,10
Mohawk,2013,GR6,8
Mohawk,2013,GR7,10
Mohawk,2013,GR8,5
Mohawk,2013,GR9,5
Mohawk,2013,GR10,8
Mohawk,2013,GR11,8
Mohawk,2013,GR12,5
Southern Tier,2013,GR1,0
Southern Tier,2013,GR2,0
Southern Tier,2013,GR3,0
Southern Tier,2013,GR4,0
Southern Tier,2013,GR5,0
Southern Tier,2013,GR6,0
Southern Tier,2013,GR7,0
Southern Tier,2013,GR8,0
Southern Tier,2013,GR9,0
Southern Tier,2013,GR10,0
Southern Tier,2013,GR11,0
Southern Tier,2013,GR12,0
Finger Lakes,2013,GR1,9
Finger Lakes,2013,GR2,9
Finger Lakes,2013,GR3,8
Finger Lakes,2013,GR4,5
Finger Lakes,2013,GR5,5
Finger Lakes,2013,GR6,6
Finger Lakes,2013,GR7,11
Finger Lakes,2013,GR8,10
Finger Lakes,2013,GR9,8
Finger Lakes,2013,GR10,8
Finger Lakes,2013,GR11,16
Finger Lakes,2013,GR12,25
NA,2013,GR1,51
NA,2013,GR2,47
NA,2013,GR3,37
NA,2013,GR4,28
NA,2013,GR5,45
NA,2013,GR6,34
NA,2013,GR7,32
NA,2013,GR8,28
NA,2013,GR9,35
NA,2013,GR10,21
NA,2013,GR11,29
NA,2013,GR12,56
Southern Tier,2013,GR1,27
Southern Tier,2013,GR2,18
Southern Tier,2013,GR3,16
Southern Tier,2013,GR4,15
Southern Tier,2013,GR5,17
Southern Tier,2013,GR6,16
Southern Tier,2013,GR7,11
Southern Tier,2013,GR8,14
Southern Tier,2013,GR9,10
Southern Tier,2013,GR10,14
Southern Tier,2013,GR11,5
Southern Tier,2013,GR12,16
Long Island,2013,GR1,431
Long Island,2013,GR2,374
Long Island,2013,GR3,382
Long Island,2013,GR4,336
Long Island,2013,GR5,364
Long Island,2013,GR6,347
Long Island,2013,GR7,341
Long Island,2013,GR8,292
Long Island,2013,GR9,414
Long Island,2013,GR10,320
Long Island,2013,GR11,269
Long Island,2013,GR12,393
Hudson Valley,2013,GR1,34
Hudson Valley,2013,GR2,43
Hudson Valley,2013,GR3,34
Hudson Valley,2013,GR4,14
Hudson Valley,2013,GR5,24
Hudson Valley,2013,GR6,22
Hudson Valley,2013,GR7,30
Hudson Valley,2013,GR8,18
Hudson Valley,2013,GR9,36
Hudson Valley,2013,GR10,23
Hudson Valley,2013,GR11,15
Hudson Valley,2013,GR12,21
Southern Tier,2013,GR1,0
Southern Tier,2013,GR2,7
Southern Tier,2013,GR3,0
Southern Tier,2013,GR4,0
Southern Tier,2013,GR5,7
Southern Tier,2013,GR6,0
Southern Tier,2013,GR7,5
Southern Tier,2013,GR8,0
Southern Tier,2013,GR9,0
Southern Tier,2013,GR10,0
Southern Tier,2013,GR11,0
Southern Tier,2013,GR12,7
Southern Tier,2013,GR1,16
Southern Tier,2013,GR2,10
Southern Tier,2013,GR3,16
Southern Tier,2013,GR4,10
Southern Tier,2013,GR5,9
Southern Tier,2013,GR6,8
Southern Tier,2013,GR7,8
Southern Tier,2013,GR8,0
Southern Tier,2013,GR9,13
Southern Tier,2013,GR10,14
Southern Tier,2013,GR11,8
Southern Tier,2013,GR12,18
Hudson Valley,2013,GR1,55
Hudson Valley,2013,GR2,34
Hudson Valley,2013,GR3,33
Hudson Valley,2013,GR4,33
Hudson Valley,2013,GR5,25
Hudson Valley,2013,GR6,46
Hudson Valley,2013,GR7,25
Hudson Valley,2013,GR8,43
Hudson Valley,2013,GR9,50
Hudson Valley,2013,GR10,58
Hudson Valley,2013,GR11,37
Hudson Valley,2013,GR12,44
Capital,2013,GR1,14
Capital,2013,GR2,14
Capital,2013,GR3,17
Capital,2013,GR4,9
Capital,2013,GR5,7
Capital,2013,GR6,15
Capital,2013,GR7,9
Capital,2013,GR8,13
Capital,2013,GR9,11
Capital,2013,GR10,15
Capital,2013,GR11,17
Capital,2013,GR12,19
Capital,2013,GR1,13
Capital,2013,GR2,9
Capital,2013,GR3,11
Capital,2013,GR4,11
Capital,2013,GR5,7
Capital,2013,GR6,6
Capital,2013,GR7,0
Capital,2013,GR8,5
Capital,2013,GR9,15
Capital,2013,GR10,12
Capital,2013,GR11,7
Capital,2013,GR12,17
Finger Lakes,2013,GR1,24
Finger Lakes,2013,GR2,41
Finger Lakes,2013,GR3,18
Finger Lakes,2013,GR4,17
Finger Lakes,2013,GR5,22
Finger Lakes,2013,GR6,17
Finger Lakes,2013,GR7,19
Finger Lakes,2013,GR8,19
Finger Lakes,2013,GR9,21
Finger Lakes,2013,GR10,12
Finger Lakes,2013,GR11,17
Finger Lakes,2013,GR12,32
Hudson Valley,2013,GR1,195
Hudson Valley,2013,GR2,216
Hudson Valley,2013,GR3,231
Hudson Valley,2013,GR4,210
Hudson Valley,2013,GR5,203
Hudson Valley,2013,GR6,186
Hudson Valley,2013,GR7,180
Hudson Valley,2013,GR8,184
Hudson Valley,2013,GR9,203
Hudson Valley,2013,GR10,191
Hudson Valley,2013,GR11,154
Hudson Valley,2013,GR12,182
Finger Lakes,2013,GR1,5
Finger Lakes,2013,GR2,13
Finger Lakes,2013,GR3,7
Finger Lakes,2013,GR4,0
Finger Lakes,2013,GR5,6
Finger Lakes,2013,GR6,6
Finger Lakes,2013,GR7,9
Finger Lakes,2013,GR8,0
Finger Lakes,2013,GR9,0
Finger Lakes,2013,GR10,0
Finger Lakes,2013,GR11,0
Finger Lakes,2013,GR12,5
Finger Lakes,2013,GR1,7
Finger Lakes,2013,GR2,0
Finger Lakes,2013,GR3,6
Finger Lakes,2013,GR4,0
Finger Lakes,2013,GR5,6
Finger Lakes,2013,GR6,0
Finger Lakes,2013,GR7,10
Finger Lakes,2013,GR8,0
Finger Lakes,2013,GR9,8
Finger Lakes,2013,GR10,5
Finger Lakes,2013,GR11,6
Finger Lakes,2013,GR12,8
Capital,2014,GR1,62
Capital,2014,GR2,64
Capital,2014,GR3,44
Capital,2014,GR4,72
Capital,2014,GR5,48
Capital,2014,GR6,53
Capital,2014,GR7,52
Capital,2014,GR8,48
Capital,2014,GR9,81
Capital,2014,GR10,27
Capital,2014,GR11,31
Capital,2014,GR12,33
Western,2014,GR1,11
Western,2014,GR2,5
Western,2014,GR3,12
Western,2014,GR4,5
Western,2014,GR5,8
Western,2014,GR6,10
Western,2014,GR7,7
Western,2014,GR8,5
Western,2014,GR9,0
Western,2014,GR10,0
Western,2014,GR11,5
Western,2014,GR12,10
New York City,2014,GR1,3620
New York City,2014,GR2,3215
New York City,2014,GR3,2841
New York City,2014,GR4,2671
New York City,2014,GR5,2169
New York City,2014,GR6,2209
New York City,2014,GR7,2094
New York City,2014,GR8,1959
New York City,2014,GR9,2323
New York City,2014,GR10,1439
New York City,2014,GR11,916
New York City,2014,GR12,779
Southern Tier,2014,GR1,45
Southern Tier,2014,GR2,45
Southern Tier,2014,GR3,48
Southern Tier,2014,GR4,32
Southern Tier,2014,GR5,45
Southern Tier,2014,GR6,34
Southern Tier,2014,GR7,46
Southern Tier,2014,GR8,44
Southern Tier,2014,GR9,35
Southern Tier,2014,GR10,27
Southern Tier,2014,GR11,37
Southern Tier,2014,GR12,44
Western,2014,GR1,18
Western,2014,GR2,15
Western,2014,GR3,12
Western,2014,GR4,11
Western,2014,GR5,0
Western,2014,GR6,12
Western,2014,GR7,11
Western,2014,GR8,13
Western,2014,GR9,9
Western,2014,GR10,7
Western,2014,GR11,16
Western,2014,GR12,23
Central,2014,GR1,18
Central,2014,GR2,8
Central,2014,GR3,14
Central,2014,GR4,8
Central,2014,GR5,6
Central,2014,GR6,8
Central,2014,GR7,8
Central,2014,GR8,10
Central,2014,GR9,9
Central,2014,GR10,8
Central,2014,GR11,6
Central,2014,GR12,7
Western,2014,GR1,24
Western,2014,GR2,20
Western,2014,GR3,21
Western,2014,GR4,17
Western,2014,GR5,26
Western,2014,GR6,24
Western,2014,GR7,27
Western,2014,GR8,27
Western,2014,GR9,22
Western,2014,GR10,21
Western,2014,GR11,22
Western,2014,GR12,22
Southern Tier,2014,GR1,12
Southern Tier,2014,GR2,10
Southern Tier,2014,GR3,12
Southern Tier,2014,GR4,12
Southern Tier,2014,GR5,10
Southern Tier,2014,GR6,10
Southern Tier,2014,GR7,7
Southern Tier,2014,GR8,5
Southern Tier,2014,GR9,0
Southern Tier,2014,GR10,0
Southern Tier,2014,GR11,0
Southern Tier,2014,GR12,5
Southern Tier,2014,GR1,9
Southern Tier,2014,GR2,11
Southern Tier,2014,GR3,6
Southern Tier,2014,GR4,11
Southern Tier,2014,GR5,9
Southern Tier,2014,GR6,12
Southern Tier,2014,GR7,13
Southern Tier,2014,GR8,8
Southern Tier,2014,GR9,11
Southern Tier,2014,GR10,12
Southern Tier,2014,GR11,13
Southern Tier,2014,GR12,16
North Country,2014,GR1,6
North Country,2014,GR2,17
North Country,2014,GR3,13
North Country,2014,GR4,16
North Country,2014,GR5,10
North Country,2014,GR6,8
North Country,2014,GR7,0
North Country,2014,GR8,18
North Country,2014,GR9,14
North Country,2014,GR10,6
North Country,2014,GR11,16
North Country,2014,GR12,10
Capital,2014,GR1,8
Capital,2014,GR2,16
Capital,2014,GR3,9
Capital,2014,GR4,17
Capital,2014,GR5,7
Capital,2014,GR6,14
Capital,2014,GR7,15
Capital,2014,GR8,10
Capital,2014,GR9,23
Capital,2014,GR10,21
Capital,2014,GR11,7
Capital,2014,GR12,17
Central,2014,GR1,9
Central,2014,GR2,5
Central,2014,GR3,5
Central,2014,GR4,5
Central,2014,GR5,0
Central,2014,GR6,0
Central,2014,GR7,7
Central,2014,GR8,7
Central,2014,GR9,8
Central,2014,GR10,0
Central,2014,GR11,0
Central,2014,GR12,8
Southern Tier,2014,GR1,0
Southern Tier,2014,GR2,6
Southern Tier,2014,GR3,0
Southern Tier,2014,GR4,0
Southern Tier,2014,GR5,0
Southern Tier,2014,GR6,0
Southern Tier,2014,GR7,0
Southern Tier,2014,GR8,0
Southern Tier,2014,GR9,0
Southern Tier,2014,GR10,5
Southern Tier,2014,GR11,6
Southern Tier,2014,GR12,0
Hudson Valley,2014,GR1,50
Hudson Valley,2014,GR2,52
Hudson Valley,2014,GR3,52
Hudson Valley,2014,GR4,52
Hudson Valley,2014,GR5,55
Hudson Valley,2014,GR6,50
Hudson Valley,2014,GR7,45
Hudson Valley,2014,GR8,45
Hudson Valley,2014,GR9,50
Hudson Valley,2014,GR10,50
Hudson Valley,2014,GR11,41
Hudson Valley,2014,GR12,52
Western,2014,GR1,225
Western,2014,GR2,189
Western,2014,GR3,185
Western,2014,GR4,202
Western,2014,GR5,164
Western,2014,GR6,171
Western,2014,GR7,188
Western,2014,GR8,177
Western,2014,GR9,176
Western,2014,GR10,160
Western,2014,GR11,160
Western,2014,GR12,179
North Country,2014,GR1,0
North Country,2014,GR2,0
North Country,2014,GR3,0
North Country,2014,GR4,0
North Country,2014,GR5,0
North Country,2014,GR6,0
North Country,2014,GR7,0
North Country,2014,GR8,0
North Country,2014,GR9,0
North Country,2014,GR10,0
North Country,2014,GR11,0
North Country,2014,GR12,0
North Country,2014,GR1,12
North Country,2014,GR2,5
North Country,2014,GR3,0
North Country,2014,GR4,6
North Country,2014,GR5,10
